1|KS A 0001|표준서의 서식 및 작성방법|2021-01-11|2021-0002|산업표준혁신과|고정하|
996|KS A ISO9178-2|문자와 기호용 템플릿 ― 제2부：나무 연필, 클러치 연필,샤프 연필에 대한 홈 폭 (폐지)|2013-12-02|2013-0661|기계융합산업표준과|김민우|
997|KS A ISO9178-3|문자와 기호용 템플릿 ― 제3부：관 형상의 테크니컬 펜에 대한 홈 폭 (폐지)|2013-12-02|2013-0661|기계융합산업표준과|김민우|
998|KS A ISO9180|나무 연필에 사용되는 흑연 심 ― 분류와 지름|2019-12-24|2019-0519|기계융합산업표준과|김민우|
999|KS A ISO9241-1|시각 표시 단말기(VDTs) 사용을 위한 인간 공학적 요건－제1부：일반 개요|2021-03-31|2021-0078|바이오화학서비스표준과|지민호|
1000|KS A ISO9241-10|시각 표시 단말기(VDTs) 사용을 위한 인간 공학적 요건－제10부：대화 원칙 (폐지)|2014-11-11|2014-0732|바이오화학서비스표준과|지민호|
1001|KS A ISO9241-11|시각 표시 단말기(VDTs) 사용을 위한 인간 공학적 요건－제11부：사용성 관련 지침|2021-03-31|2021-0078|바이오화학서비스표준과|지민호|
1002|KS A ISO9241-110|인체시스템 상호작용의 인간공학 - 제110부: 대화 원칙|2019-11-14|2019-0364|바이오화학서비스표준과|지민호|
1003|KS A ISO9241-13|시각 표시 단말기(VDTs) 사용을 위한 인간 공학적 요건－제13부：사용자 지침|2021-03-31|2021-0078|바이오화학서비스표준과|지민호|
1004|KS A ISO9241-2|인간 공학 ― 시각 표시 장치를 이용하는 오피스 작업 ― 업무의 요구 사항에 대한 지침|2022-08-25|2022-0257|바이오화학서비스표준과|지민호|
1005|KS A ISO9241-3|시각 표시 단말기(VDTs) 사용을 위한 인간 공학적 요건－제3부：시각 표시 단말기 요건 (폐지)|2014-11-11|2014-0732|바이오화학서비스표준과|지민호|
1006|KS A ISO9241-302|인체시스템 상호작용의 인간공학 − 제302부: 전자 시각 표시장치용 용어|2019-11-14|2019-0364|바이오화학서비스표준과|지민호|
1007|KS A ISO9241-4|시각 표시 단말기(VDTs) 사용을 위한 인간 공학적 요건－제4부：자판 요건 (폐지)|2014-11-11|2014-0732|바이오화학서비스표준과|지민호|
1008|KS A ISO9241-5|시각 표시 단말기(VDTs) 사용을 위한 인간 공학적 요건－제5부：워크스테이션 배치 및 자세 요건|2021-03-31|2021-0078|바이오화학서비스표준과|지민호|
1009|KS A ISO9241-7|시각 표시 단말기(VDTs) 사용을 위한 인간 공학적 요건－제7부：반사에 관한 표시 장치 요건 (폐지)|2014-11-11|2014-0732|바이오화학서비스표준과|지민호|
1010|KS A ISO9241-8|영상디스플레이 사용을 위한 인간공학적 요건-제8부:표시 색에 대한 요건 (폐지)|2014-11-11|2014-0732|바이오화학서비스표준과|지민호|
1011|KS A ISO9271|방사성 오염 표면의 제염－섬유용 제염제의 시험|2018-12-27|2018-0560|바이오화학서비스표준과|채송화|
1012|KS A ISO9276-1|입자 크기 분석 결과의 표현－제1부：그래픽 표현|2019-11-22|2019-0381|바이오화학서비스표준과|지민호|
1013|KS A ISO9276-2|입자 크기 분석 결과의 표현－제2부：입자 크기 분포로부터 평균 입자 크기/지름 및 모멘트의 계산|2019-11-22|2019-0381|바이오화학서비스표준과|지민호|
1014|KS A ISO9278|원자력에너지 ― 이산화우라늄 소결체 ― 밀도와 개/폐 기공률의 부피분율 측정|2019-11-27|2019-0414|바이오화학서비스표준과|채송화|
1015|KS A ISO9279|이산화우라늄 소결체 - 밀도와 총 공극률 결정 - 수은치환법|2022-07-11|2022-0157|바이오화학서비스표준과|채송화|
1016|KS A ISO9355-1|표시장치와 조작 장치설계를 위한 인간공학적 요구사항 -Part 1: 표시장치 및 조작 장치와 인간의 상호작용|2021-09-30|2021-0422|바이오화학서비스표준과|지민호|
1017|KS A ISO9355-2|표시장치와 조작장치 설계를 위한 인간공학적 요구사항－제2부：표시장치|2021-09-30|2021-0422|바이오화학서비스표준과|지민호|
1018|KS A ISO9355-3|표시장치와 조작장치 설계를 위한 인간공학적 요구사항－제3부：조작장치|2021-09-30|2021-0422|바이오화학서비스표준과|지민호|
1019|KS A ISO9525|영화 기술－17.5 mm 자기 필름의 2트랙용 녹음 헤드 간극－위치와 폭|2018-11-20|2018-0436|바이오화학서비스표준과|박정은|
1020|KS A ISO9568|영화 기술－영화관, 시사실 및 녹음실의 주변 소음 레벨|2018-11-20|2018-0436|바이오화학서비스표준과|박정은|
1021|KS A ISO9642|영화 기술 — 초당 24, 25 및 30 프레임 영화 시스템을 위한 타임 코드와 컨트롤 코드－규격|2017-12-06|2017-0571|바이오화학서비스표준과|박정은|
1022|KS A ISO9889|이산화우라늄 분말과 소결체 내 탄소함량 결정 - 저항로 연소 - 적정법/전기량법/적외선 흡수법|2022-07-11|2022-0157|바이오화학서비스표준과|채송화|
1023|KS A ISO9891|이산화우라늄 분말과 소결체 내 탄소함량 결정 - 고주파유도로 연소 - 적정법/전기량법/적외성 흡수법|2022-07-11|2022-0157|바이오화학서비스표준과|채송화|
1024|KS A ISO9892|금속 우라늄, 이산화우라늄 분말과 소결체 및 질산우라닐 용액 - 불소함량 결정 - 불소이온 선택성 전극법|2022-07-11|2022-0157|바이오화학서비스표준과|채송화|
1025|KS A ISO9894|액상 육불화우라늄의 부분 시료채취|2022-07-11|2022-0157|바이오화학서비스표준과|채송화|
1026|KS A ISO9957-1|제도용 액체 매체 ― 제1부: 수성 인디아 잉크 ― 요구사항 및 시험조건|2019-12-31|2019-0595|기계융합산업표준과|김민우|
1027|KS A ISO9957-2|제도용 액체 매체 ― 제2부: 수성 비인디아 잉크 ― 요구사항 및 시험조건|2019-12-31|2019-0595|기계융합산업표준과|김민우|
1028|KS A ISO9957-3|제도용 액체 매체 ― 제3부: 수성 컬러 잉크 ― 요구사항 및 시험조건|2019-12-31|2019-0595|기계융합산업표준과|김민우|
1029|KS A ISO9958-1|제도용 제도 매체 ― 폴리에스테르 제도용 필름 ― 제1부: 요구사항 및 표시|2019-12-31|2019-0595|기계융합산업표준과|김민우|
1030|KS A ISO9958-2|제도용 제도 매체 ― 폴리에스테르 제도용 필름 ― 제2부: 물성값의 결정|2019-12-31|2019-0595|기계융합산업표준과|김민우|
1031|KS A ISO9959-2|수치 제어 제도기－성능 평가를 위한 제도 검사－제2부：모노크롬 래스터 플로터 (폐지)|2013-08-06|2013-0328|기계융합산업표준과|김민우|
1032|KS A ISO9960-1|눈금이 있거나 없는 제도 용구 ― 제1부: 제도용 자|2019-12-24|2019-0519|기계융합산업표준과|김민우|
1033|KS A ISO9960-2|눈금이 있거나 없는 제도 용구 ― 제2부：각도기 (폐지)|2014-11-25|2014-0761|기계융합산업표준과|김민우|
1034|KS A ISO9960-3|눈금이 있거나 없는 제도 용구 ― 제3부：삼각자 (폐지)|2014-11-25|2014-0761|기계융합산업표준과|김민우|
1035|KS A ISO9961|제도용 제도 매질 ― 천연 트레이싱 용지|2019-12-31|2019-0595|기계융합산업표준과|김민우|
1036|KS A ISO9962-1|수동 제도 기계 ― 제1부: 정의, 분류 및 호칭 방법|2019-12-24|2019-0519|기계융합산업표준과|김민우|
1037|KS A ISO9962-2|수동 제도 기계 ― 제2부: 특성, 성능, 검사 및 표시|2019-12-31|2019-0595|기계융합산업표준과|김민우|
1038|KS A ISO9962-3|수동 제도 기계 ― 제3부：자 고정용 물림판의 치수 (폐지)|2014-11-25|2014-0761|기계융합산업표준과|김민우|
1039|KS A ISO9978|방사선방호 - 밀봉 방사성 선원 - 누설시험 방법|2022-07-11|2022-0157|바이오화학서비스표준과|채송화|
1040|KS A ISOASTM51275|방사선량 측정용 라디오크로믹 필름 사용 절차|2020-12-23|2020-0513|바이오화학서비스표준과|채송화|
1041|KS A ISOASTM51400|고방사선량 측정 교정실의 특성 및 성능을 위한 절차|2020-12-23|2020-0513|바이오화학서비스표준과|채송화|
1042|KS A ISOASTM51539|방사선 감지 지시계 사용 표준지침|2022-07-11|2022-0157|바이오화학서비스표준과|채송화|
1043|KS A ISOASTM51608|방사선 가공을 위한 X선(제동복사) 시설에서의 방사선량 계측|2022-07-11|2022-0157|바이오화학서비스표준과|채송화|
1044|KS A ISOASTM51702|방사선 처리용 감마조사시설에서의 선량계측|2022-07-11|2022-0157|바이오화학서비스표준과|채송화|
1045|KS A ISOASTM51707|방사선처리에서 선량측정 불확도 산정지침|2022-07-11|2022-0157|바이오화학서비스표준과|채송화|
1046|KS A ISOASTM51956|방사선처리용 열형광계측 장치의 사용을 위한 절차|2022-07-11|2022-0157|바이오화학서비스표준과|채송화|
1047|KS A ISOGUIDE30|표준물질 — 관련 용어와 정의|2017-12-29|2017-0678|기계융합산업표준과|김낙현|
1048|KS A ISOGUIDE31|표준물질 — 인증서, 라벨 및 첨부 문서의 내용|2017-12-29|2017-0678|기계융합산업표준과|김낙현|
1049|KS A ISOGUIDE32|분석 화학에서의 교정 및 인증 표준 물질의 사용 (폐지)|2017-12-29|2017-0679|기계융합산업표준과|양승배|
1050|KS A ISOGUIDE33|표준물질 — 표준물질 사용 사례|2017-12-29|2017-0678|기계융합산업표준과|김낙현|
1051|KS A ISOGUIDE34|표준물질 생산기관의 자격성에 대한 일반적 요건사항 (폐지)|2019-12-24|2019-0523|기계융합산업표준과|양승배|
1052|KS A ISOGUIDE35|표준물질 — 균질성 및 안정성의 평가와 특성화에 관한 가이던스|2018-12-17|2018-0508|기계융합산업표준과|김낙현|
1053|KS A ISOGUIDE65|제품인증시스템을 운영하는 기관을 위한 일반 요구사항 (폐지)|2017-12-29|2017-0689|바이오화학서비스표준과|정권호|
1054|KS A ISOGUIDE66|환경경영시스템의 심사 및 인증/등록을 수행하는 기관의 일반 요구사항 (폐지)|2007-08-30|2007-0550|바이오화학서비스표준과|지민호|
1055|KS A ISOIECGUIDE14|소비자를 위한 상품 및 서비스의 구매 정보에 대한 지침|2021-10-18|2021-0474|바이오화학서비스표준과|지민호|
1056|KS A ISOIECGUIDE15|규격 참조 원칙의 ISO/IEC 규약 (폐지)|2017-12-29|2017-0689|바이오화학서비스표준과|정권호|
1057|KS A ISOIECGUIDE2|표준화 및 관련 활동 － 일반 어휘|2017-09-15|2017-0362|바이오화학서비스표준과|정권호|
1058|KS A ISOIECGUIDE21-1|국제 규격 및 발간물의 지역 또는 국가 규격 및 발간물로의 채택－제1부：국제 규격의 채택|2021-03-30|2021-0076|바이오화학서비스표준과|정권호|
1059|KS A ISOIECGUIDE21-2|국제 규격 및 발간물의 지역 또는 국가 규격 및 발간물로의 채택－제2부：국제 규격 이외의 국제 발간물의 채택|2021-03-30|2021-0076|바이오화학서비스표준과|정권호|
1060|KS A ISOIECGUIDE22|공급자의 적합성 선언에 대한 일반적 기준 (폐지)|2007-11-30|2007-1135|바이오화학서비스표준과|정권호|
1061|KS A ISOIECGUIDE23|제3자 인증 시스템을 위한 규격 적합성 표시 방법|2017-10-12|2017-0422|바이오화학서비스표준과|정권호|
1062|KS A ISOIECGUIDE27|적합성 마크의 오용시 인증기관이 취할 시정조치를 위한 지침|2017-10-12|2017-0422|바이오화학서비스표준과|정권호|
1063|KS A ISOIECGUIDE28|적합성평가－제3자 제품인증시스템에 대한 지침 (폐지)|2021-11-16|2021-0534|바이오화학서비스표준과|정권호|
1064|KS A ISOIECGUIDE37|소비자 제품의 사용 설명서에 대한 지침|2018-11-20|2018-0431|바이오화학서비스표준과|지민호|
1065|KS A ISOIECGUIDE43-1|시험소 간 비교에 의한 숙련도 시험 ― 제1부숙련도 시험 프로그램 개발 및 운영 (폐지)|2013-10-16|2013-0546|바이오화학서비스표준과|정권호|
1066|KS A ISOIECGUIDE43-2|시험소간 비교에 의한 숙련도 시험 ― 제2부시험소 인정기관에 의한 숙련도 시험 프로그램의 선정 및 활용 (폐지)|2013-10-16|2013-0546|바이오화학서비스표준과|정권호|
1067|KS A ISOIECGUIDE46|소비재 및 관련 서비스의 비교 테스트 ─ 일반 원칙|2019-12-12|2019-0458|바이오화학서비스표준과|지민호|
1068|KS A ISOIECGUIDE50|안전 측면 ─ 표준 및 기타 규격의 어린이 안전을 위한 지침|2022-08-25|2022-0257|바이오화학서비스표준과|지민호|
1069|KS A ISOIECGUIDE51|안전 측면 ─ 표준에 포함시킬 지침|2022-08-25|2022-0257|바이오화학서비스표준과|지민호|
1070|KS A ISOIECGUIDE53|적합성 평가－조직의 제품인증 품질경영시스템 활용 지침 (폐지)|2021-11-16|2021-0534|바이오화학서비스표준과|정권호|
1071|KS A ISOIECGUIDE60|적합성평가－모범 관행 규약|2021-11-16|2021-0533|바이오화학서비스표준과|정권호|
1072|KS A ISOIECGUIDE62|품질 시스템의 심사 및 인증/등록 기관을 위한 일반 요구 사항 (폐지)|2008-12-29|2008-0973|바이오화학서비스표준과|정권호|
1073|KS A ISOIECGUIDE63|의료기기 국제표준의 안전 측면 개발 및 포함 지침|2019-11-25|제2019-107호|의료기기정책과|정상오|
1074|KS A ISOIECGUIDE67|적합성평가 ― 제품인증의 기본사항 (폐지)|2017-12-29|2017-0689|바이오화학서비스표준과|정권호|
1075|KS A ISOIECGUIDE68|적합성 평가 결과의 인정 및 수용에 대한 협정|2019-11-27|2019-0405|바이오화학서비스표준과|정권호|
1076|KS A ISOIECGUIDE69|조화된 단계 부호 시스템(2판)－원칙 및 사용 지침 (폐지)|2017-12-29|2017-0689|바이오화학서비스표준과|정권호|
1077|KS A ISOIECGUIDE7|적합성 평가 용도에 맞는 초안 작성을 위한 지침|2017-10-12|2017-0422|바이오화학서비스표준과|정권호|
1078|KS A ISOIECGUIDE72|경영 시스템 규격의 정당성 및 개발 지침 (폐지)|2017-12-29|2017-0689|바이오화학서비스표준과|정권호|
1079|KS A ISOGUIDE73|리스크관리-용어|2021-08-04|2021-0215|바이오화학서비스표준과|정권호|
1080|KS A ISOTR10623|공업 제품의 문서화－컴퓨터 원용 설계 및 제도에 대한 요구 사항－어휘 (폐지)|2013-08-06|2013-0328|기계융합산업표준과|김민우|
1081|KS A ISO18930|이미징 재료 ─ 픽토리얼 색 반사 인화 ─ 실외 조건에서 이미지 안정성 평가 방법|2020-12-22|2020-0492|바이오화학서비스표준과|박정은|
1082|KS A ISOTR18931|이미징 재료 ─ 습도 측정 및 조절에 대한 권고 사항|2020-12-22|2020-0492|바이오화학서비스표준과|박정은|
1083|KS A ISOTR22411|제품 및 서비스에 고령자와 장애인의 요구를 반영하기 위하여 KS A ISO/IEC 가이드 71을 적용하는데 필요한 인간공학적 자료 및 지침|2021-09-30|2021-0422|바이오화학서비스표준과|지민호|
1084|KS A ISOTS9241-411|인체시스템 상호작용의 인간공학 - 제411부: 물리적 입력장치 설계용 평가방법|2019-11-14|2019-0364|바이오화학서비스표준과|지민호|
1085|KS B 5306|등비 접시 수동 저울 (폐지)|2009-01-02|2008-0947|기계융합산업표준과|양승배|
1086|KS B 5329|양기 (폐지)|2009-01-02|2008-0947|기계융합산업표준과|양승배|
1087|KS B ISO13710|석유, 석유화학 및 천연가스 산업 - 왕복 용적형 펌프 (폐지)|2013-12-30|2013-0087|기계융합산업표준과|이경희|
1088|KS B ISO2692|제품의 형상 명세(GPS) ― 기하 공차 ― 최대 실체 요구사항(MMR), 최소 실체 요구사항(LMR) 및 상호 요구사항(RPR)|2020-12-31|2020-0596|기계융합산업표준과|김민우|
1089|KS G 9009|영화 기술 — 그래픽 기호|2017-12-06|2017-0571|바이오화학서비스표준과|박정은|
1090|KS I ISO6978-1|천연가스 — 수은측정 — 제1부 : 아이오딘 화학 흡착을 이용한 수은 시료채취|2021-05-14|2021-0112|바이오화학서비스표준과|김도수|
1091|KS I ISO6978-2|천연가스 — 수은측정 — 제2부: 금/백금 합금상에서 아말감법에 의한 수은 시료채취|2021-05-14|2021-0112|바이오화학서비스표준과|김도수|
1092|KS I SO31-7|양 및 단위- 제7부 : 음향 (폐지)|2003-12-30|2003-1753|전기전자정보표준과|서순규|
1093|KS Q ISO11095|표준물질을 사용한 선형교정|2017-05-15|2017-0121|기계융합산업표준과|김낙현|
1094|KS S ISO17724|그래픽 심볼 ─ 용어|2017-12-29|2017-0690|바이오화학서비스표준과|박정은|
1095|KS S ISO3864-2|그래픽 심볼 ─ 안전색 및 안전 표지 ─ 제2부: 제품 안전 라벨의 디자인 원칙|2017-12-29|2017-0690|바이오화학서비스표준과|박정은|
1096|KS S ISO80416-2|설비용 그래픽 심볼의 기본원칙 ─ 제2부: 화살표 형태 및 사용|2017-12-29|2017-0690|바이오화학서비스표준과|박정은|
1097|KS S ISO80416-4|설비용 그래픽 심볼의 기본원칙 ─ 제4부: 스크린 및 디스플레이용 그래픽 심볼(아이콘)의 적용지침|2017-12-29|2017-0690|바이오화학서비스표준과|박정은|
1098|KS S ISOTR10488|화살표를 포함한 그래픽심볼 - 개요 (폐지)|2016-10-19|2016-0372|바이오화학서비스표준과|박정은|
1099|KS V 8413|선박용 전면 유리 (폐지)|2005-06-30|2005-0353|기계융합산업표준과|김낙현|
1100|KS A 5560-1|가전제품의 입력방식 접근성 — 제1부: 기본 작동을 위한 입력장치|2021-09-30|2021-0422|바이오화학서비스표준과|지민호|
1101|KS A ISO50002|에너지진단 — 사용지침을 포함한 요구사항|2021-09-29|2021-0424|바이오화학서비스표준과|채송화|
1102|KS A ISO50003|에너지경영시스템 — 에너지경영시스템의 심사 및 인증을 제공하는 기관에 대한 요구사항|2021-09-29|2021-0424|바이오화학서비스표준과|채송화|
1103|KS _ A_NEW_2015_3979|핵 임계 안전성 — 가상임계사고의 핵분열수 추정|2022-07-11|2022-0157|바이오화학서비스표준과|채송화|
1104|KS A ISO6980-2|원자력 에너지 — 기준 베타 입자 방사선 — 제2부: 방사선장을 특징짓는 기본 물리량과 관련된 교정(근본) 원칙|2021-09-29|2021-0424|바이오화학서비스표준과|채송화|
1105|KS A ISO6980-3|원자력 에너지 — 기준 베타 입자 방사선 — 제3부: 면적선량계와 개인선량계의 교정 및 베타선 에너지와 입사각의 함수로서의 각 선량계 반응도 결정|2021-09-29|2021-0424|바이오화학서비스표준과|채송화|
1106|KS A ISO50004|에너지경영시스템 — 에너지경영시스템의 실행, 유지보수 및 개선을 위한 지침|2021-09-29|2021-0424|바이오화학서비스표준과|채송화|
1107|KS A ISO50006|에너지경영시스템 — 에너지베이스라인(EnB) 및 에너지성과지표(EnPI)를 이용한 에너지성과 측정 — 일반 원칙 및 지침|2021-09-29|2021-0424|바이오화학서비스표준과|채송화|
1108|KS A ISO50015|에너지경영시스템 — 조직의 에너지성과 측정 및 검증 — 일반 원칙 및 지침|2021-09-29|2021-0424|바이오화학서비스표준과|채송화|
1109|KS A 6300-1|한옥의 시험방법 ─ 제1부: 쾌적성|2017-07-04|2017-0207|바이오화학서비스표준과|박정은|
1110|KS A ISO9241-210|인간-시스템 상호작용의 인간공학-제210부:상호작용 시스템을 위한 인간중심 디자인|2021-09-30|2021-0422|바이오화학서비스표준과|지민호|
1111|KS _ A_NEW_2016_4012|제도 — 표시의 일반 원칙 — 제20부: 선에 대한 기본 규약 (폐지)|2021-12-21|2021-0613|기계융합산업표준과|김민우|
1112|KS A ISO128－43|제품의 기술 문서(TPD) — 표시의 일반 원칙 — 제43부: 건축 도면의 투상법|2017-01-10|2017-0008|기계융합산업표준과|김민우|
1113|KS A ISO3098－1|제품의 기술 문서(TPD) — 레터링 — 제1부: 일반 요구사항|2017-01-10|2017-0008|기계융합산업표준과|김민우|
1114|KS A ISO11005|제품의 기술 문서(TPD) — 주 문서의 활용|2017-01-10|2017-0008|기계융합산업표준과|김민우|
1115|KS A ISO29845|제품의 기술 문서(TPD) — 문서 형식|2017-01-10|2017-0008|기계융합산업표준과|김민우|
1116|KS _ A_NEW_2016_4018|핵임계 안전성 — PWR UOx 연료가 들어 있는 계통의 평가 — 한계 연소도 이점 효과 방법|2022-07-11|2022-0157|바이오화학서비스표준과|채송화|
1117|KS A ISO37001|부패방지경영시스템 — 요구사항 및 사용지침|2017-11-14|2017-0513|바이오화학서비스표준과|정권호|
1118|KS A 7255|가전제품 사용설명서 이미지의 대체 텍스트 기술형식|2018-02-21|2018-0035|바이오화학서비스표준과|지민호|
1119|KS A 7256|가전제품 터치인터페이스의 접근성 지침 — 운영체제 기반 터치스크린|2018-02-21|2018-0035|바이오화학서비스표준과|지민호|
1120|KS A ISO/IECGUIDE99|국제 측정학 용어 — 기본 및 일반 개념과 관련 용어(VIM)|2018-03-07|2018-0053|기계융합산업표준과|김낙현|
1121|KS A ISO/TR79|표준물질 — 정성적 특성에 대한 표준물질의 예|2018-03-07|2018-0053|기계융합산업표준과|김낙현|
1122|KS A ISOGUIDE80|품질관리물질(QCM)의 자체 제조에 관한 지침|2018-03-07|2018-0053|기계융합산업표준과|김낙현|
1123|KS A ISO/TR10989|표준물질 — 표준물질(RM) 분류의 지침과 사용되는 핵심단어|2018-03-07|2018-0053|기계융합산업표준과|김낙현|
1124|KS A ISO/TR11773|표준물질의 글로벌 유통|2018-03-07|2018-0053|기계융합산업표준과|김낙현|
1125|KS A ISO/TR16476|표준물질 — 표준물질 설정값의 측정소급성 확립 및 표현|2018-09-06|2018-0314|기계융합산업표준과|김낙현|
1126|KS A ISO17034|표준물질 생산기관의 역량에 대한 일반 요구사항|2019-12-19|2019-0501|기계융합산업표준과|김낙현|
1127|KS C IEC62705|원자력 발전소 — 안전에 중요한 계측 및 제어 — 방사선 감시시스템(RMS): 특성과 생명주기|2019-04-23|2019-0065|바이오화학서비스표준과|채송화|
1128|KS C IEC62808|원자력 발전소 - 안전에 중요한 계측 및 제어 계통 - 격리장치의 설계 및 검증|2019-04-23|2019-0065|바이오화학서비스표준과|채송화|
1129|KS A ISO21504|프로젝트, 프로그램 및 포트폴리오 관리-포트폴리오 관리 지침|2018-09-11|2018-0325|바이오화학서비스표준과|정권호|
1130|KS A ISO21505|프로젝트, 프로그램 및 포트폴리오 관리-거버넌스 지침|2019-11-15|2019-0367|바이오화학서비스표준과|정권호|
1131|KS A ISO21503|프로젝트, 프로그램 및 포트폴리오 관리-프로그램관리 지침|2019-11-15|2019-0367|바이오화학서비스표준과|정권호|
1132|KS A ISO17741|프로젝트 에너지 절감량의 측정, 계산 및 검증을 위한 일반적인 기술 규정|2018-12-26|2018-0545|바이오화학서비스표준과|채송화|
1133|KS A ISO17742|국가, 지역 및 도시의 에너지 효율 및 절감량 계산|2018-12-26|2018-0545|바이오화학서비스표준과|채송화|
1134|KS A ISO50007|에너지 서비스 ─ 사용자를 위한 에너지 서비스의 평가 및 개선 지침|2018-12-26|2018-0545|바이오화학서비스표준과|채송화|
1135|KS A ISO27917|이산화탄소 포집, 수송 및 지중저장 - 용어 - 공통용어|2019-04-23|2019-0065|바이오화학서비스표준과|채송화|
1136|KS A OIMLV1|법정계량 용어(VIML)|2019-12-27|2019-0539|기계융합산업표준과|김낙현|
1137|KS A ISO18315|원자력에너지 — 선형 회귀분석에 의한 우라늄 용액 내 불순물 측정불확도 평가지침|2019-12-31|2019-0586|바이오화학서비스표준과|채송화|
1138|KS A 6114|공연장 방화막 시스템의 안전 요구사항|2020-12-14|2020-0446|바이오화학서비스표준과|박정은|
1139|KS A ISO10628-1|화학 및 석유화학 산업용 공정도 ㅡ 제1부: 공정도 명세|2021-09-09|2021-0338|기계융합산업표준과|김민우|
1140|KS A ISOTR27912|이산화탄소 포집 — 이산화탄소 포집 시스템, 기술 및 공정|2020-06-18|2020-0111|바이오화학서비스표준과|채송화|
1141|KS A ISO/CIE19476|조도계 및 휘도계의 성능 특성화|2020-12-14|2020-0446|바이오화학서비스표준과|박정은|
1142|KS A ISO/CIE20086|빛과 조명 - 건물 조명의 에너지 성능|2020-12-14|2020-0446|바이오화학서비스표준과|박정은|
1143|KS A ISO/CIETS22012|빛과 조명 - 보수율 결정 - 작업 방식|2020-12-14|2020-0446|바이오화학서비스표준과|박정은|
1144|KS A ISO22315|사회안전-다중(대중) 대피 – 기획수립 지침|2022-06-30|2022-0124|바이오화학서비스표준과|정권호|
1145|KS A 5572|고령자를 위한 컴퓨터 기반 인지평가 시스템 — 인간공학적 고려사항|2021-12-10|2021-0575|바이오화학서비스표준과|지민호|
1146|KS A 5571|고령자를 위한 컴퓨터 기반 인지훈련 시스템 — 인간공학적 고려사항|2021-12-10|2021-0575|바이오화학서비스표준과|지민호|
1147|KS A ISO27914|이산화탄소 포집, 수송 및 지중저장 — 지중저장|2021-11-11|2021-0526|바이오화학서비스표준과|채송화|
1148|KS A 5554|디지털 3차원 손 스캔 데이터를 이용한 손 치수 측정 및 분석 방법|2021-12-10|2021-0575|바이오화학서비스표준과|지민호|
1149|KS A 7250|소형 제품의 파지 자세 분석 방법|2021-12-10|2021-0575|바이오화학서비스표준과|지민호|
1150|KS A 7260|피부온도 분석 기반 감성평가 방법|2021-12-10|2021-0575|바이오화학서비스표준과|지민호|
1151|KS A 7261|안구운동 분석 기반 인지부하 평가 방법|2021-12-10|2021-0575|바이오화학서비스표준과|지민호|
1152|KS A ISO27919-1|이산화탄소 포집 — 제1부 : 발전소와 통합된 연소 후 CO2 포집성능 평가방법|2021-11-11|2021-0526|바이오화학서비스표준과|채송화|
1153|KS A IECTR61366-1|수차, 양수 펌프, 펌프 수차 — 입찰 문서 — 제1부: 일반사항 및 부속서|2022-02-23|2022-0021|바이오화학서비스표준과|채송화|
1154|KS A 5555-1|3차원 디지털 인체 스캔 데이터 — 제1부: 후처리 방법과 고려요소|2021-12-10|2021-0575|바이오화학서비스표준과|지민호|
1155|KS A 5553|인체측정 항목의 코드화 시 고려사항|2021-12-10|2021-0575|바이오화학서비스표준과|지민호|
1156|KS A ISO13732-1|열 환경의 인간공학 — 표면과 접촉하는 사람의 반응에 대한 평가 방법 — 제1부: 뜨거운 표면|2021-12-10|2021-0575|바이오화학서비스표준과|지민호|
1157|KS A ISO/TS13732-2|열 환경의 인간공학 — 표면과 접촉하는 사람의 반응에 대한 평가 방법 — 제2부: 적당한 온도의 표면과 접촉하는 사람|2021-12-10|2021-0575|바이오화학서비스표준과|지민호|
1158|KS A ISO13732-3|열 환경의 인간공학 — 표면과 접촉하는 사람의 반응에 대한 평가 방법 — 제3부: 차가운 표면|2021-12-10|2021-0575|바이오화학서비스표준과|지민호|
1159|KS A ISO37301|규범준수경영시스템-요구사항 및 사용지침|2022-06-30|2022-0124|바이오화학서비스표준과|정권호|
1160|KS A ISO56000|혁신경영 – 기본사항과 용어|2022-06-30|2022-0124|바이오화학서비스표준과|정권호|
1161|KS A ISO56002|혁신경영 – 혁신경영시스템 - 가이던스|2022-06-30|2022-0124|바이오화학서비스표준과|정권호|
1162|KS A ISO128-2|제품의 기술 문서(TPD) ㅡ 표시의 일반 법칙 ㅡ 제2부: 선에 대한 기본 규칙|2021-12-22|2021-0616|기계융합산업표준과|김민우|
1163|KS A ISO27913|이산화탄소 포집, 수송 및 지중저장 — 파이프라인 수송 시스템|2022-05-25|2022-0085|바이오화학서비스표준과|채송화|
1164|KS A ISOTR27922|이산화탄소 포집 — 시멘트 산업의 이산화탄소 포집 기술에 대한 개요|2022-05-25|2022-0085|바이오화학서비스표준과|채송화|
1165|KS A ISO128－15|제품의 기술 문서(TPD) — 표시의 일반원칙 — 제15부: 조선 도면의 표시|2017-01-10|2017-0008|기계융합산업표준과|김민우|
1166|KS A 9243|가독성을 위한 조작부 레이블의 글자 크기 설계 방법|2020-03-31|2020-0062|바이오화학서비스표준과|지민호|
1167|KS A 9242|자연스러운 제품 사용 동작 기반 신체 부하 평가 방법|2020-03-31|2020-0062|바이오화학서비스표준과|지민호|
1168|KS A 6300-2|한옥의 시험방법 ─ 제2부: 환경특성|2017-07-04|2017-0207|바이오화학서비스표준과|박정은|
